,Unnamed: 0,Book Id,Category
2134,2134,61439040,Open Syllabus Project
2137,2137,61439040,Political
2138,2138,61439040,Political Fiction
2139,2139,61439040,Political Science
2143,2143,61439040,Psychological Fiction
2149,2149,61439040,Satire
2151,2151,61439040,Science Fiction
2152,2152,61439040,Short Stories (Single Author)
2154,2154,61439040,Strips
2159,2159,61439040,Totalitarianism
2162,2162,61439040,Totalitarisme
2164,2164,61439040,Traducciones Al Español
2166,2166,61439040,Translations Into Russian
2167,2167,61439040,Translations Into Spanish
2178,2178,5107,American Fiction
2179,2179,5107,American Fiction (Fictional Works By One Author)
2181,2181,5107,Bildungsromans
2183,2183,5107,Brothers And Sisters
2186,2186,5107,Chang Pian Xiao Shuo
2187,2187,5107,Classics
2188,2188,5107,Coming Of Age
2189,2189,5107,Conduct Of Life
2193,2193,5107,Fictional Works
2195,2195,5107,Fictional Works [Publication Type]
2205,2205,5107,Interpersonal Relations
2208,2208,5107,Juvenile Fiction
2211,2211,5107,New York (N.Y.)
2213,2213,5107,Nouvelles
2222,2222,5107,Teenage Boys
2224,2224,5107,Translations Into Chinese
2227,2227,7624,Adventure
2228,2228,7624,Adventure And Adventurers
2229,2229,7624,Adventure Stories
2231,2231,7624,Allegories
2232,2232,7624,Boys
2233,2233,7624,British And Irish Fiction (Fictional Works By One Author)
2237,2237,7624,Children
2238,2238,7624,Death
2239,2239,7624,English Literature
2241,2241,7624,Ethics
2243,2243,7624,Fiction / Action & Adventure
2244,2244,7624,Fiction / Classics
2245,2245,7624,Fiction / Psychological
2247,2247,7624,Good And Evil
2248,2248,7624,History And Criticism
2250,2250,7624,Interpersonal Relations
2253,2253,7624,Leadership
2254,2254,7624,Literature And Fiction (General)
2256,2256,7624,Morality
2258,2258,7624,Psychological
2259,2259,7624,Psychological Aspects
2260,2260,7624,Psychological Fiction
2266,2266,7624,Shipwrecks
2267,2267,7624,Survival
2268,2268,7624,Survival After Airplane Accidents
2270,2270,7624,Thriller
2277,2277,153747,Action & Adventure
2278,2278,153747,Action And Adventure
2279,2279,153747,Adventure And Adventurers
2282,2282,153747,Allegories
2284,2284,153747,American Fiction (Fictional Works By One Author)
2285,2285,153747,American Literature
2295,2295,153747,Classic Literature
2296,2296,153747,Comic Books
2300,2300,153747,Drama
2303,2303,153747,Epic
2304,2304,153747,Epic Literature
2305,2305,153747,Fantasy
2309,2309,153747,Fictional Works
2311,2311,153747,Great Books Of The Western World
2313,2313,153747,Historical
2314,2314,153747,History
2315,2315,153747,History And Criticism
2318,2318,153747,Literature
2319,2319,153747,Literature And Fiction
2320,2320,153747,Literature And Fiction (General)
2322,2322,153747,Mentally Ill
2327,2327,153747,Nouvelles
2330,2330,153747,Open Syllabus Project
2334,2334,153747,Poetry (Poetic Works By One Author)
2338,2338,153747,Psychological
2339,2339,153747,Psychological Fiction
2340,2340,153747,Psychology
2342,2342,153747,Readers For New Literates
2346,2346,153747,Reading Level-Grade 8
2348,2348,153747,Revenge
2354,2354,153747,Science Fiction & Fantasy
2358,2358,153747,Shipwrecks
2360,2360,153747,Strips
2362,2362,153747,Translations Into French
2377,2377,6892870,Political
2379,2379,6892870,Revenge
2381,2381,6892870,Thrillers
2382,2382,13624688,American Fantasy Fiction
2383,2383,13624688,Amerikanisches Englisch
2384,2384,13624688,Fantasy
2385,2385,13624688,Fantasy Fiction
2386,2386,13624688,Fantasía
2394,2394,13624688,Magic
2396,2396,13624688,Nouvelles
2398,2398,13624688,Polish Language Materials
2399,2399,13624688,Redemption
2400,2400,13624688,Roman
2405,2405,13624688,Spirituality
2410,2410,375802,American
2411,2411,375802,American Science Fiction
2412,2412,375802,Amerikanisches Englisch
2413,2413,375802,Artificial Intelligence
2417,2417,375802,Award:Hugo Award=Novel
2418,2418,375802,Award:Nebula Award=Novel
2421,2421,375802,Brothers And Sisters
2423,2423,375802,Children'S Stories
2424,2424,375802,Ciencia-Ficción
2426,2426,375802,End Of The World
2431,2431,375802,Genetic Engineering
2432,2432,375802,Hard Science Fiction
2435,2435,375802,Hugo Award Winner
2448,2448,375802,Reading Level-Grade 7
2449,2449,375802,Reading Level-Grade 8
2451,2451,375802,Science Fiction
2453,2453,375802,Siblings
2454,2454,375802,Space Warfare
2459,2459,8909,1866-1946
2461,2461,8909,Action & Adventure
2462,2462,8909,Adaptations
2463,2463,8909,Adventure And Adventurers
2465,2465,8909,British And Irish Fiction (Fictional Works By One Author)
2466,2466,8909,Children'S Fiction
2467,2467,8909,Classic Literature
2468,2468,8909,Comic Books
2469,2469,8909,Diseases
2471,2471,8909,English Language
2472,2472,8909,English Literature
2473,2473,8909,English Science Fiction
2474,2474,8909,Examinations
2475,2475,8909,Extraterrestrial Beings
2476,2476,8909,Fantasy
2480,2480,8909,Graphic Novels
2483,2483,8909,Guerras Imaginarias
2484,2484,8909,H. G. (Herbert George)
2485,2485,8909,Human-Alien Encounters
2486,2486,8909,Imaginary Wars And Battles
2487,2487,8909,Imaginary Wars And Battles -- Fiction
2491,2491,8909,Juvenile Fiction
2492,2492,8909,Life On Other Planets
2493,2493,8909,Literature
2500,2500,8909,Open Syllabus Project
2505,2505,8909,Science Fiction
2506,2506,8909,Science Fiction & Fantasy
2509,2509,8909,Space Warfare
2512,2512,8909,Strips
2513,2513,8909,Study Guides
2515,2515,8909,War
2516,2516,8909,War & Military
2517,2517,8909,War Stories
2518,2518,8909,Wells
2519,2519,26082916,Action & Adventure
2521,2521,26082916,Dystopian
2522,2522,26082916,Dystopias
2523,2523,26082916,Décadence
2528,2528,26082916,Nouvelles
2530,2530,26082916,Regression (Civilization)
2533,2533,26082916,Science Fiction
2536,2536,26082916,Thrillers
2538,2538,26082916,Utopias
2541,2541,17332218,Epic
2542,2542,17332218,Epic Fantasy
2543,2543,17332218,Fantasy
2544,2544,17332218,Fantasy Fiction
2548,2548,17332218,Guerres Et Batailles Imaginaires
2549,2549,17332218,High Fantasy
2550,2550,17332218,Imaginary Wars And Battles
2551,2551,17332218,Imaginary Wars And Battles -- Fiction
2552,2552,17332218,Life On Other Planets
2553,2553,17332218,Magic
2555,2555,17332218,Nouvelles
2557,2557,7235533,American Literature
2558,2558,7235533,Epic
2559,2559,7235533,Epic Fantasy
2560,2560,7235533,Fantasy
2563,2563,7235533,High Fantasy
2564,2564,7235533,Imaginary Places
2565,2565,7235533,Imaginary Wars And Battles
2566,2566,7235533,Kings And Rulers
2567,2567,7235533,Magic
2568,2568,7235533,Manuscripts
2570,2570,7235533,Series:Stormlight Archive
2571,2571,7235533,Slavery
2575,2575,9590632,Gay Men
2576,2576,9590632,Gays
2579,2579,873809,Action & Adventure
2580,2580,873809,Dune (Imaginary Place)
2583,2583,873809,Literature
2584,2584,873809,Science Fiction
2585,2585,44492287,American Science Fiction
2586,2586,44492287,Anglais (Langue)
2587,2587,44492287,Dune (Imaginary Place)
2591,2591,44492287,Imaginary Places
2592,2592,44492287,Nouvelles
2593,2593,44492287,Roman AméRicain
2595,2595,44492287,Science Fiction
2596,2596,44492287,Science-Fiction AméRicaine
2606,2606,40293,Science Fiction
2607,2607,40293,Spanish
2609,2609,40293,Time Travel
2611,2611,76658,American Fantasy Fiction
2612,2612,76658,Death
2613,2613,76658,Fantasy
2616,2616,76658,Magic
2621,2621,29100194,Psychology
2623,2623,29100194,Social Psychology
2630,2630,849380,Family & Relationships
2634,2634,849380,Interpersonal Relations
2635,2635,849380,Intimacy (Psychology)
2636,2636,849380,Man-Woman Relationships
2638,2638,849380,Marriage
2640,2640,849380,Married People
2646,2646,849380,Nonfiction
2649,2649,849380,Psychologie
2650,2650,849380,Psychology
2651,2651,849380,Relaciones Hombre-Mujer
2657,2657,26152839,Children'S Fiction
2658,2658,26152839,Dragons
2659,2659,26152839,Fantasy
2660,2660,26152839,Fantasy Fiction
2662,2662,26152839,Juvenile Fiction
2664,2664,26152839,Young Adult Fiction
2665,2665,44439415,American Science Fiction
2666,2666,44439415,Dune (Imaginary Place)
2670,2670,44439415,Lectures Et Morceaux Choisis
2672,2672,44439415,Roman
2673,2673,44439415,Science Fiction
2674,2674,44439415,Science-Fiction
2676,2676,10239382,Hiking
2677,2677,44492286,American Science Fiction
2678,2678,44492286,Dune (Imaginary Place)
2679,2679,44492286,Fantasy
2681,2681,44492286,Fiction In English
2686,2686,44492286,Reading Level-Grade 7
2687,2687,44492286,Reading Level-Grade 8
2689,2689,44492286,Science Fiction
2690,2690,44492285,American Science Fiction
2691,2691,44492285,Anglais (Langue)
2692,2692,44492285,Dune (Imaginary Place)
2696,2696,44492285,Imaginary Places
2697,2697,44492285,Lectures Et Morceaux Choisis
2701,2701,44492285,Roman AméRicain
2702,2702,44492285,Science Fiction
2704,2704,44492285,Science-Fiction AméRicaine
2705,2705,44492285,Translations Into Russian
2707,2707,44767458,American Literature
2708,2708,44767458,American Science Fiction
2710,2710,44767458,Award:Hugo Award=Novel
2711,2711,44767458,Award:Nebula Award=Novel
2712,2712,44767458,Dune (Imaginary Place)
2714,2714,44767458,Fantasy Fiction
2717,2717,44767458,Hugo Award Winner
2721,2721,44767458,Science Fiction
2722,2722,44767458,Science-Fiction
2725,2725,8520610,Interpersonal Relations
2734,2734,8520610,Popular Works
2737,2737,8520610,Psychology
2740,2740,8520610,Self-Actualization (Psychology)
2744,2744,7664041,American Fantasy Fiction
2745,2745,7664041,Children'S Fiction
2746,2746,7664041,Dragons
2747,2747,7664041,Fantasy
2748,2748,7664041,Fantasy Fiction
2750,2750,7664041,Imaginary Places
2752,2752,7664041,Juvenile Fiction
2753,2753,7664041,Magic
2756,2756,7664041,Young Adult Fiction
2759,2759,2248573,Bedrohung
2760,2760,2248573,Children'S Fiction
2762,2762,2248573,Das Gute
2763,2763,2248573,Drache
2764,2764,2248573,Dragones
2765,2765,2248573,Dragons
2766,2766,2248573,Dragons -- Fiction
2767,2767,2248573,Erwachsenwerden
2769,2769,2248573,Etc. Pour La Jeunesse
2770,2770,2248573,Fantasmes
2771,2771,2248573,Fantasy
2772,2772,2248573,Fantasy Fiction
2773,2773,2248573,Ficción Juvenil
2775,2775,2248573,Flucht
2776,2776,2248573,Good And Evil
2777,2777,2248573,Juvenile Fiction
2779,2779,2248573,Loyalty
2780,2780,2248573,Magia
2781,2781,2248573,Magic
2784,2784,2248573,Nouvelles
2785,2785,2248573,Novela Fantástica
2787,2787,2248573,Teenage Fiction
2789,2789,2248573,Young Adult Fiction
2791,2791,2248573,Youths' Writings
2792,2792,45978,Action & Adventure
2794,2794,45978,Animals
2795,2795,45978,Chang Pian Xiao Shuo
2796,2796,45978,Children'S Fiction
2797,2797,45978,Dragones
2798,2798,45978,Dragons
2799,2799,45978,Dragons -- Fiction
2800,2800,45978,Fantasy
2801,2801,45978,Fantasy Fiction
2802,2802,45978,Fantasía
2803,2803,45978,Ficción Juvenil
2806,2806,45978,Imaginary Places
2807,2807,45978,Juvenile Fiction
2808,2808,45978,Magic
2809,2809,45978,Mythical Creatures
2812,2812,45978,Novela Juvenil
2814,2814,45978,Spanish Language Materials
2815,2815,45978,Teenagers
2816,2816,45978,Traducciones Al Español
2817,2817,45978,Young Adult Fiction
2818,2818,45978,Young Men
2819,2819,45978,Youths' Writings
2820,2820,11449,American Short Stories
2822,2822,11449,English Literature
2826,2826,11449,Short Stories
2828,2828,113436,& Magic
2829,2829,113436,Action & Adventure
2830,2830,113436,Adventure
2831,2831,113436,Adventure And Adventurers
2832,2832,113436,American Fantasy Fiction
2833,2833,113436,American Fiction
2834,2834,113436,Animals
2835,2835,113436,Bedrohung
2836,2836,113436,Children'S Fiction
2838,2838,113436,Das Gute
2839,2839,113436,Drache
2840,2840,113436,Dragones
2841,2841,113436,Dragons
2843,2843,113436,Elves
2844,2844,113436,Epic
2845,2845,113436,Erwachsenwerden
2846,2846,113436,Etc. Pour La Jeunesse
2849,2849,113436,Fantasmes
2850,2850,113436,Fantasy
2851,2851,113436,Fantasy - General
2852,2852,113436,Fantasy Fiction
2853,2853,113436,Ficción Juvenil
2858,2858,113436,Flucht
2859,2859,113436,German Language Materials
2861,2861,113436,Humans
2863,2863,113436,Juvenile Fiction
2864,2864,113436,Juvenile Literature
2865,2865,113436,Magia
2866,2866,113436,Magic
2867,2867,113436,Mythical Creatures
2870,2870,113436,Nouvelles
2871,2871,113436,Novela Fantástica
2872,2872,113436,Novela Juvenil
2877,2877,113436,Reading Level-Grade 6
2878,2878,113436,Reading Level-Grade 7
2879,2879,113436,Reading Level-Grade 8
2881,2881,113436,Roman Pour La Jeunesse
2883,2883,113436,Science Fiction
2884,2884,113436,Spanish Language Materials
2886,2886,113436,Translations Into German
2887,2887,113436,Violence
2888,2888,113436,War
2889,2889,113436,Young Adult Fiction
2890,2890,113436,Young Men
2891,2891,113436,Youths' Writings
2894,2894,238137,Crime
2895,2895,238137,Dallas
2896,2896,238137,Detective And Mystery Stories
2897,2897,238137,Eve (Fictitious Character)
2898,2898,238137,Eve Dallas (Fictitious Character)
2902,2902,238137,Mystery & Detective
2903,2903,238137,Mystery Fiction
2904,2904,238137,New York (State)
2906,2906,238137,Police
2907,2907,238137,Police Procedural
2908,2908,238137,Policewomen
2909,2909,238137,Women Detectives
2911,2911,18143977,1939-1945
2912,2912,18143977,American Fiction
2913,2913,18143977,Amerikanisches Englisch
2915,2915,18143977,Bildungsromans
2917,2917,18143977,Children
2921,2921,18143977,Fathers And Daughters
2925,2925,18143977,Fiction / Literary
2927,2927,18143977,Friendship
2932,2932,18143977,Guerre Mondiale
2933,2933,18143977,Histoire
2934,2934,18143977,Historia
2935,2935,18143977,Historical
2936,2936,18143977,Historical Fiction
2937,2937,18143977,History
2941,2941,18143977,Literary
2944,2944,18143977,Nouvelles
2946,2946,18143977,Novela Histórica
2954,2954,18143977,Roman
2956,2956,18143977,Survival
2958,2958,18143977,World War
2961,2961,119322,& Magic
2962,2962,119322,Action & Adventure
2964,2964,119322,Adventure
2965,2965,119322,Adventure Stories
2967,2967,119322,Amitié
2973,2973,119322,Bien Y Mal
2975,2975,119322,Children
2980,2980,119322,Children'S Fiction
2981,2981,119322,Children'S Stories
2985,2985,119322,Demonology
2987,2987,119322,English
2988,2988,119322,English Fantasy Fiction
2991,2991,119322,Etc. Pour La Jeunesse
2993,2993,119322,Experiments
2995,2995,119322,Fantasy
2996,2996,119322,Fantasy - General
2997,2997,119322,Fantasy Fiction
2998,2998,119322,Ficción Juvenil
3002,3002,119322,Geographical Myths
3003,3003,119322,Good And Evil
3005,3005,119322,Horror
3006,3006,119322,Imaginary Places
3008,3008,119322,Juvenile Fiction
3012,3012,119322,Juvenile Literature
3017,3017,119322,Large Print Books
3025,3025,119322,Magia
3026,3026,119322,Magic
3030,3030,119322,Missing Persons
3034,3034,119322,Mythical Animals
3037,3037,119322,Nouvelles
3038,3038,119322,Novela Fantástica
3040,3040,119322,Novela Juvenil
3044,3044,119322,Personas Desaparecidas
3045,3045,119322,Personnes Disparues
3048,3048,119322,Quests (Expeditions)
3049,3049,119322,Readers
3054,3054,119322,Science
3055,3055,119322,Science Fiction
3058,3058,119322,Spanish Language
3059,3059,119322,Spanish Language Materials
3061,3061,119322,Survival
3063,3063,119322,Teenage Fiction
3066,3066,119322,Traducciones Al Español
3070,3070,119322,Witches
3071,3071,119322,Young Adult Fiction
3073,3073,5060378,Adventure
3076,3076,5060378,Computer Hackers
3077,3077,5060378,Crime
3078,3078,5060378,Crime Fiction
3084,3084,5060378,Fictional Works
3086,3086,5060378,Hackers
3089,3089,5060378,Investigation
3091,3091,5060378,Journalists
3092,3092,5060378,Lisbeth Salander (Fictitious Character)
3093,3093,5060378,Mikael Blomqvist (Fictitious Character)
3094,3094,5060378,Murder
3099,3099,5060378,Stockholm (Sweden)
3100,3100,5060378,Suspense
3101,3101,5060378,Suspense Fiction
3102,3102,5060378,Thrillers
3106,3106,5060378,Violence
3109,3109,2429135,Audiobooks
3117,3117,2429135,Computer Hackers
3120,3120,2429135,Crime
3121,3121,2429135,Crime Fiction
3122,3122,2429135,Death
3124,3124,2429135,Disappeared Persons
3127,3127,2429135,Families
3128,3128,2429135,Family Secrets
3132,3132,2429135,Fictional Works
3133,3133,2429135,Finance
3136,3136,2429135,German Language Materials
3137,3137,2429135,Hackers
3142,3142,2429135,Investigation
3147,3147,2429135,Journalists
3150,3150,2429135,Justice
3156,3156,2429135,Lisbeth Salander (Fictitious Character)
3159,3159,2429135,Mikael Blomqvist (Fictitious Character)
3161,3161,2429135,Missing Persons
3163,3163,2429135,Murder
3164,3164,2429135,Mystery
3165,3165,2429135,Mystery & Detective
3166,3166,2429135,Mystery Fiction
3168,3168,2429135,Nouvelles
3170,3170,2429135,Novels
3171,3171,2429135,Personas Desaparecidas
3172,3172,2429135,Personnes Disparues
3180,3180,2429135,Revenge
3182,3182,2429135,Rich People
3186,3186,2429135,Secrecy
3189,3189,2429135,Spanish Language
3190,3190,2429135,Spanish Language Materials
3191,3191,2429135,Stockholm (Sweden)
3192,3192,2429135,Suspense
3193,3193,2429135,Suspense Fiction
3197,3197,2429135,Thriller
3198,3198,2429135,Thrillers
3199,3199,2429135,Translations Into English
3209,3209,17245,Action & Adventure
3210,3210,17245,Adaptations
3214,3214,17245,British And Irish Drama (Dramatic Works By One Author)
3215,3215,17245,British And Irish Fiction (Fictional Works By One Author)
3216,3216,17245,Classics
3220,3220,17245,Criticism And Interpretation
3221,3221,17245,Dictionaries
3227,3227,17245,Drama
3228,3228,17245,England
3230,3230,17245,English Language
3231,3231,17245,English Literature
3233,3233,17245,Fantasy
3236,3236,17245,French
3238,3238,17245,German
3242,3242,17245,Historical
3243,3243,17245,History And Criticism
3244,3244,17245,Horror
3245,3245,17245,Horror Fiction
3247,3247,17245,Horror Tales
3251,3251,17245,Literary Criticism
3252,3252,17245,Literature
3254,3254,17245,Monsters
3255,3255,17245,Nouvelles
3257,3257,17245,Psychological
3258,3258,17245,Psychological Fiction
3259,3259,17245,Readers For New Literates
3265,3265,17245,Science Fiction
3266,3266,17245,Spanish
3271,3271,17245,Thriller
3272,3272,17245,Vampires
3275,3275,238140,Crime
3276,3276,238140,Dallas
3277,3277,238140,Eve (Fictitious Character)
3278,3278,238140,Eve Dallas (Fictitious Character)
3282,3282,238140,Mystery & Detective
3283,3283,238140,New York (N.Y.)
3284,3284,238140,New York (State)
3285,3285,238140,Nouvelles
3287,3287,238140,Police
3288,3288,238140,Police Procedural
3289,3289,238140,Policewomen
3292,3292,238140,Women Detectives
3294,3294,133518,1961-1975
3295,3295,133518,American Short Stories
3297,3297,133518,Amitié Masculine
3299,3299,133518,Family Life
3301,3301,133518,Fictional Works
3304,3304,133518,Male Friendship
3305,3305,133518,Married People
3308,3308,133518,Missing Persons
3309,3309,133518,Nouvelles
3312,3312,133518,Psychological
3319,3319,133518,Short Stories
3320,3320,133518,Short Stories (Single Author)
3321,3321,133518,Soldiers
3323,3323,133518,Veterans
3325,3325,133518,Vietnam War
3326,3326,133518,War
3330,3330,6498356,Eve Dallas (Fictitious Character)
3333,3333,6498356,Missing Persons
3334,3334,6498356,Police
3335,3335,6498356,Policewomen
3336,3336,6498356,Suspense Fiction
3340,3340,7445,Alcoholism
3342,3342,7445,Biografía
3344,3344,7445,Biographies
3345,3345,7445,Biography
3346,3346,7445,Biography & Autobiography
3351,3351,7445,Childhood And Youth
3364,3364,7445,Extraterrestrial Beings
3368,3368,7445,Families
3388,3388,7445,Journalists
3395,3395,7445,Personal Narratives
3399,3399,7445,Poor
3401,3401,7445,Poverty
3410,3410,7445,Rural Poor
3412,3412,7445,Science Fiction
3413,3413,7445,Social Problems
3415,3415,7445,Survival
3416,3416,7445,United States
3418,3418,7445,Walls
3419,3419,7445,War
3421,3421,7445,Women Journalists
3428,3428,1150161,Mystery Fiction
3433,3433,19286587,Coming Of Age
3434,3434,19286587,Cultural Heritage
3436,3436,19286587,Families
3437,3437,19286587,Family Life
3438,3438,19286587,Female Friendship
3440,3440,19286587,Fiction / Coming Of Age
3442,3442,19286587,Friendship
3454,3454,168981,Business & Economics
3455,3455,168981,Choice (Psychology)
3456,3456,168981,Decision Making
3458,3458,168981,Responsibility
3459,3459,35356383,Adventure
3462,3462,35356383,Biography & Autobiography
3464,3464,35356383,Description And Travel
3465,3465,35356383,Literary
3467,3467,35356383,Personal Memoirs
3468,3468,35356383,Self-Actualization (Psychology)
3470,3470,35356383,Travel
3471,3471,39715684,Self-Help
3472,3472,3153910,American Fiction
3473,3473,3153910,Animals
3475,3475,3153910,Custody Of Children
3481,3481,3153910,Literature
3485,3485,51326977,Action & Adventure
3488,3488,51326977,Historical
3495,3495,51113,Historia
3496,3496,51113,Historical
3497,3497,51113,History
3499,3499,51113,Man-Woman Relationships
3500,3500,51113,Novela Histórica
3502,3502,51113,Relaciones Hombre-Mujer
3503,3503,51113,Romance
3504,3504,51113,Travel
3507,3507,19288043,Amerikanisches Englisch
3508,3508,19288043,Chang Pian Xiao Shuo
3513,3513,19288043,Disappeared Persons
3522,3522,19288043,Husbands
3524,3524,19288043,Marriage
3525,3525,19288043,Married People
3526,3526,19288043,Missing Persons
3527,3527,19288043,Mystery & Detective
3529,3529,19288043,Mystery Fiction
3535,3535,19288043,Roman
3537,3537,19288043,Suspense
3538,3538,19288043,Suspense Fiction
3539,3539,19288043,Thrillers
3542,3542,12262741,Adventure
3543,3543,12262741,American
3545,3545,12262741,Authors
3547,3547,12262741,Biography
3548,3548,12262741,Biography & Autobiography
3551,3551,12262741,Description And Travel
3555,3555,12262741,Hiking
3556,3556,12262741,Literary
3557,3557,12262741,Literary Criticism
3563,3563,12262741,Personal Memoirs
3565,3565,12262741,Travel
3572,3572,40102,Business
3574,3574,40102,Decision Making
3579,3579,40102,History
3586,3586,40102,Leadership
3589,3589,40102,Nonfiction
3592,3592,40102,Personal Growth
3594,3594,40102,Popular Works
3595,3595,40102,Prise De Décision
3598,3598,40102,Psychology
3602,3602,40102,Self-Help
3603,3603,40102,Social Psychology
3607,3607,29780253,Biographies
3608,3608,29780253,Biography
3609,3609,29780253,Biography & Autobiography
3611,3611,29780253,Childhood And Youth
3615,3615,29780253,Essays
3616,3616,29780253,Ethnic & Regional
3617,3617,29780253,History
3618,3618,29780253,Humor
3627,3627,29780253,Personal Memoirs
3629,3629,29780253,Social Conditions
3633,3633,27214080,Biography
3634,3634,27214080,Biography & Autobiography
3641,3641,27214080,United States
3648,3648,34273236,Cultural Heritage
3649,3649,34273236,Custody Of Children
3652,3652,34273236,Family Life
3653,3653,34273236,Family Secrets
3654,3654,34273236,Female Friendship
3656,3656,34273236,Fiction / Literary
3657,3657,34273236,Friendship
3660,3660,34273236,Literary
3662,3662,34273236,Mothers And Daughters
3665,3665,34273236,Secrecy
3669,3669,6288,Adventure
3670,3670,6288,American Fiction (Fictional Works By One Author)
3674,3674,6288,Description And Travel
3676,3676,6288,Dystopia
3677,3677,6288,Dystopian
3678,3678,6288,Ethics
3686,3686,6288,Horror
3689,3689,6288,Literary Fiction
3693,3693,6288,Novels
3699,3699,6288,Reading Level-Grade 6
3700,3700,6288,Reading Level-Grade 7
3701,3701,6288,Reading Level-Grade 8
3703,3703,6288,Regression (Civilization)
3707,3707,6288,Science Fiction
3708,3708,6288,Survival
3710,3710,6288,Travel
3711,3711,6288,Voyages And Travels
3714,3714,36124936,Crime
3716,3716,36124936,Fantasy
3719,3719,36124936,Horror
3720,3720,36124936,Investigation
3722,3722,36124936,Murder
3723,3723,36124936,Mystery
3724,3724,36124936,Mystery Thriller
3730,3730,36124936,Supernatural
3731,3731,36124936,Suspense
3732,3732,36124936,Thriller
3733,3733,36124936,Thrillers
3734,3734,40097951,Artists
3738,3738,40097951,Fiction / Thrillers / Psychological
3739,3739,40097951,Fiction / Thrillers / Suspense
3741,3741,40097951,London (England)
3742,3742,40097951,Marriage
3744,3744,40097951,Psychological
3746,3746,40097951,Thrillers
3750,3750,39863488,Brothers
3754,3754,39863488,Psychological
3755,3755,39863488,Thrillers
3757,3757,43848929,Conduct Of Life
3759,3759,43848929,Interpersonal Relations
3764,3764,43848929,Social Psychology
3765,3765,43848929,Social Science
