Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",0,4.21,Bantam Books,Hardcover,224,2004,1950,,2023/12/03,to-read,to-read (#7),to-read,,,,0,0
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",0,4.17,Bantam,Hardcover,244,2004,1951,,2023/12/03,to-read,to-read (#6),to-read,,,,0,0
39943621,"Fire & Blood (A Targaryen History, #1)",George R.R. Martin,"Martin, George R.R.",Doug Wheatley,"=""152479628X""","=""9781524796280""",0,4.05,Random House Worlds,Hardcover,706,2018,2018,,2023/12/03,to-read,to-read (#5),to-read,,,,0,0
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","John Rutherford, Roberto González Echevarría","=""""","=""""",0,3.91,Penguin Books,Paperback,1023,2003,1615,,2023/12/03,to-read,to-read (#4),to-read,,,,0,0
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,"=""0812511816""","=""9780812511819""",0,4.19,Tor Books,Mass Market Paperback,800,1990,1990,,2023/12/03,to-read,to-read (#3),to-read,,,,0,0
14817,A Scanner Darkly,Philip K. Dick,"Dick, Philip K.",,"=""057507681X""","=""9780575076815""",0,4.03,Gollancz,Paperback,324,2006,1977,,2023/12/03,to-read,to-read (#2),to-read,,,,0,0
49189494,We Are All the Same in the Dark,Julia Heaberlin,"Heaberlin, Julia",,"=""0525621679""","=""9780525621676""",0,3.78,Ballantine Books,Hardcover,352,2020,2020,2023/12/11,2023/12/03,,,read,,,,1,0
32186143,"The Lady of the Lake (The Witcher, #5)",Andrzej Sapkowski,"Sapkowski, Andrzej",David   French,"=""""","=""""",0,4.09,Orbit,Kindle Edition,560,2017,1999,2023/12/03,2023/12/03,,,read,,,,1,0
20170404,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0385353308""","=""9780385353304""",0,4.07,Knopf,Hardcover,333,2014,2014,2022/12/03,2023/12/03,,,read,,,,1,0
45754981,The Glass Hotel,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0525521143""","=""9780525521143""",0,3.69,Alfred A. Knopf,Hardcover,307,2020,2020,2022/12/11,2023/12/03,,,read,,,,1,0
66797,Smith of Wootton Major & Farmer Giles of Ham,J.R.R. Tolkien,"Tolkien, J.R.R.",Pauline Baynes,"=""""","=""""",0,3.95,Del Rey,Mass Market Paperback,156,1986,1949,2022/12/11,2023/12/03,,,read,,,,1,0
24400501,The Story of Kullervo,J.R.R. Tolkien,"Tolkien, J.R.R.","Verlyn Flieger, Luca Manini, Stefania Marinoni","=""0008131376""","=""9780008131371""",0,3.43,Harper Collins,ebook,192,2015,2015,2022/12/11,2023/12/03,,,read,,,,1,0
18247597,"The Tower of the Swallow (The Witcher, #4)",Andrzej Sapkowski,"Sapkowski, Andrzej",David   French,"=""1473211565""","=""9781473211568""",0,4.22,Gollancz,Paperback,448,2016,1997,2022/12/11,2023/12/03,,,read,,,,1,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",0,4.40,Atria Books,Hardcover,389,2017,2017,2022/12/11,2023/12/03,,,read,,,,1,0
52845775,Minor Feelings: An Asian American Reckoning,Cathy Park Hong,"Hong, Cathy Park",,"=""1984820362""","=""9781984820365""",0,4.19,One World,Hardcover,209,2020,2020,2022/12/11,2023/12/03,,,read,,,,1,0
8694,"Life, the Universe and Everything (The Hitchhiker's Guide to the Galaxy, #3)",Douglas Adams,"Adams, Douglas",,"=""0345418905""","=""9780345418906""",0,4.16,Random House Worlds,Paperback,224,1997,1982,2022/12/11,2023/12/03,,,read,,,,1,0
338691,"Still Life (Chief Inspector Armand Gamache, #1)",Louise Penny,"Penny, Louise",,"=""0312948557""","=""9780312948559""",0,3.90,St. Martin's Paperbacks,Mass Market Paperback,293,2007,2005,2022/12/11,2023/12/03,,,read,,,,1,0
8695,"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.20,Del Rey,Paperback,250,2005,1980,2022/12/11,2023/12/03,,,read,,,,1,0
11,"The Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.22,Del Rey Books,Mass Market Paperback,216,2005,1979,2022/12/11,2023/12/03,,,read,,,,1,0
33385229,"They Both Die at the End (They Both Die at the End, #1)",Adam Silvera,"Silvera, Adam",,"=""0062457799""","=""9780062457790""",0,3.75,Quill Tree Books,Hardcover,389,2017,2017,2022/12/11,2023/12/03,,,read,,,,1,0
33917107,On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,"Snyder, Timothy",,"=""0804190119""","=""9780804190114""",0,4.28,Tim Duggan Books,Paperback,127,2017,2017,2022/12/11,2023/12/03,,,read,,,,1,0
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.","Per Svein Paulsen, Tormod Haugen","=""""","=""""",0,4.24,HarperCollins Publishers,Paperback,206,2005,1950,,2023/12/03,to-read,to-read (#1),to-read,,,,0,0
10534,The Art of War,Sun Tzu,"Tzu, Sun",Thomas Cleary,"=""""","=""""",0,3.95,Harper Press,Paperback,170,2005,-500,2021/12/03,2023/12/03,,,read,,,,1,0
1371,The Iliad,Homer,"Homer, Homer","Bernard Knox, Robert Fagles","=""0140275363""","=""9780140275360""",0,3.93,Penguin Classics,Paperback,614,1999,-800,2021/12/11,2023/12/03,,,read,,,,1,0
18656031,"Baptism of Fire (The Witcher, #3)",Andrzej Sapkowski,"Sapkowski, Andrzej",David   French,"=""0316219185""","=""9780316219181""",0,4.26,Orbit,Paperback,400,2014,1996,2021/12/11,2023/12/03,,,read,,,,1,0
14781491,"The Time of Contempt (The Witcher, #2)",Andrzej Sapkowski,"Sapkowski, Andrzej",David   French,"=""0316219134""","=""9780316219136""",0,4.16,Orbit,Paperback,352,2013,1995,2021/12/11,2023/12/03,,,read,,,,1,0
6043781,"Blood of Elves (The Witcher, #1)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,"=""""","=""""",0,4.10,Hachette Book Group,Mass Market Paperback,398,2009,1994,2021/12/11,2023/12/03,,,read,,,,1,0
40603587,"The Last Wish (The Witcher, #0.5)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,"=""""","=""""",0,4.14,Orbit,ebook,400,2008,1993,2021/12/11,2023/12/03,,,read,,,,1,0
14061957,"Ruin and Rising (Shadow and Bone, #3)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,3.97,Henry Holt and Company,Hardcover,432,2014,2014,2021/12/11,2023/12/03,,,read,,,,1,0
14061955,"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,3.80,Henry Holt and Company,Hardcover,435,2013,2013,2021/12/11,2023/12/03,,,read,,,,1,0
4865,How to Win Friends & Influence People,Dale Carnegie,"Carnegie, Dale",,"=""""","=""""",0,4.22,Gallery Books,Paperback,288,1998,1936,2021/12/11,2023/12/03,,,read,,,,1,0
6900,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Mitch Albom,"Albom, Mitch",,"=""""","=""""",0,4.20,Warner,Paperback,210,2000,1997,2021/12/11,2023/12/03,,,read,,,,1,0
37781,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,"Achebe, Chinua",,"=""""","=""""",0,3.74,Anchor Books,Paperback,215,1994,1958,2021/12/11,2023/12/03,,,read,,,,1,0
19351,The Epic of Gilgamesh,Anonymous,"Anonymous, Anonymous","Morris Jastrow Jr., John H. Marks, Herbert Mason, John Maier, N.K. Sandars","=""0141026286""","=""9780141026282""",0,3.75,Penguin Books Limited,Paperback,72,2006,-2000,2021/12/11,2023/12/03,,,read,,,,1,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",0,4.22,"Little, Brown and Company",Hardcover,393,2018,2018,2021/12/11,2023/12/03,,,read,,,,1,0
10194157,"Shadow and Bone (Shadow and Bone, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250048117""","=""9781250048110""",0,3.92,Henry Holt & Company,Hardcover,358,2012,2012,2021/12/11,2023/12/03,,,read,,,,1,0
13623848,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",0,4.30,Ecco,Paperback,408,2012,2011,2021/12/11,2023/12/03,,,read,,,,1,0
597790,The Children of Húrin,J.R.R. Tolkien,"Tolkien, J.R.R.","Alan  Lee, Christopher Tolkien","=""0007246226""","=""9780007246229""",0,4.06,HarperCollins,Hardcover,315,2007,2007,2021/12/11,2023/12/03,,,read,,,,1,0
7332,The Silmarillion,J.R.R. Tolkien,"Tolkien, J.R.R.","Christopher Tolkien, Ted Nasmith","=""0618391118""","=""9780618391110""",0,4.03,Houghton Mifflin Company,Hardcover,386,2004,1977,2021/12/11,2023/12/03,,,read,,,,1,0
17184,The Invisible Man,H.G. Wells,"Wells, H.G.",Scott Westerfeld,"=""0451528522""","=""9780451528520""",0,3.63,New American Library/Penguin Books,Mass Market Paperback,192,2002,1897,2021/12/11,2023/12/03,,,read,,,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",0,3.99,HarperPerennial / Perennial Classics,Paperback,288,1998,1932,2021/12/11,2023/12/03,,,read,,,,1,0
8908,World War Z: An Oral History of the Zombie War,Max Brooks,"Brooks, Max",,"=""0307346609""","=""9780307346605""",0,4.02,Crown,Hardcover,342,2006,2006,2021/12/11,2023/12/03,,,read,,,,1,0
43263680,"Ninth House (Alex Stern, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250313074""","=""9781250313072""",0,4.00,Flatiron Books,Hardcover,461,2019,2019,2021/12/11,2023/12/03,,,read,,,,1,0
2493,The Time Machine,H.G. Wells,"Wells, H.G.","Carlo Pagetti, Greg Bear","=""""","=""""",0,3.89,Signet Classics,Paperback,118,2002,1895,2021/12/11,2023/12/03,,,read,,,,1,0
7015403,The Gifts of Imperfection,Brené Brown,"Brown, Brené",,"=""159285849X""","=""9781592858491""",0,4.25,Hazelden,Paperback,137,2010,2010,2021/12/11,2023/12/03,,,read,,,,1,0
13588356,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,"Brown, Brené",,"=""1592407331""","=""9781592407330""",0,4.29,Avery,Hardcover,287,2012,2012,2021/12/11,2023/12/03,,,read,,,,1,0
33,The Lord of the Rings,J.R.R. Tolkien,"Tolkien, J.R.R.",Alan Lee,"=""0618640150""","=""9780618640157""",0,4.54,Houghton Mifflin Harcourt,Paperback,1216,2005,1954,2021/12/11,2023/12/03,,,read,,,,1,0
23613,"Sir Gawain and the Green Knight, Pearl, and Sir Orfeo",J.R.R. Tolkien,"Tolkien, J.R.R.",Christopher Tolkien,"=""""","=""""",0,3.98,HarperCollins Publishers,Paperback,158,1995,1975,2021/12/03,2023/12/03,,,read,,,,1,0
13497818,The Casual Vacancy,J.K. Rowling,"Rowling, J.K.",,"=""0316228532""","=""9780316228534""",0,3.31,"Little, Brown and Company",Hardcover,503,2012,2012,2021/12/11,2023/12/03,,,read,,,,1,0
61439040,1984,George Orwell,"Orwell, George",Thomas Pynchon,"=""0452284236""","=""9780452284234""",0,4.20,Plume,Paperback,368,2022,1949,2021/12/11,2023/12/03,,,read,,,,1,0
43306206,"The Courage to Be Disliked: How to Free Yourself, Change Your Life and Achieve Real Happiness",Ichiro Kishimi,"Kishimi, Ichiro",Fumitake Koga,"=""""","=""""",0,3.92,Allen & Unwin,Paperback,288,2019,2013,2021/12/11,2023/12/03,,,read,,,,1,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",0,3.80,Back Bay Books,Paperback,277,2001,1951,2021/12/11,2023/12/03,,,read,,,,1,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",0,3.70,Penguin Books ,Paperback,182,1999,1954,2021/12/11,2023/12/03,,,read,,,,1,0
45869112,The Bear,Andrew Krivak,"Krivak, Andrew",,"=""1942658702""","=""9781942658702""",0,3.90,Bellevue Literary Press,Paperback,224,2020,2020,2021/12/11,2023/12/03,,,read,,,,1,0
153747,"Moby-Dick or, The Whale",Herman Melville,"Melville, Herman","Tom Quirk, Andrew Delbanco","=""0142437247""","=""9780142437247""",0,3.56,Penguin Classics ,Paperback,720,2003,1851,2021/12/11,2023/12/03,,,read,,,,1,0
6892870,"The Girl Who Kicked the Hornet’s Nest (Millennium, #3)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""030726999X""","=""9780307269997""",0,4.24,Knopf,Hardcover,566,2010,2007,2021/12/11,2023/12/03,,,read,,,,1,0
13624688,The Time Keeper,Mitch Albom,"Albom, Mitch",,"=""1401322786""","=""9781401322786""",0,3.90,Hyperion,Hardcover,224,2012,2012,2021/12/11,2023/12/03,,,read,,,,1,0
375802,"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",0,4.31,Tor,Mass Market Paperback,324,2004,1985,2021/12/11,2023/12/03,,,read,,,,1,0
34002132,"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,4.61,Tor Books,Hardcover,1248,2017,2017,2021/12/11,2023/12/03,,,read,,,,1,0
8909,The War of the Worlds,H.G. Wells,"Wells, H.G.",Arthur C. Clarke,"=""0375759239""","=""9780375759239""",0,3.83,Random House Publishing Group,Paperback,192,2002,1898,2021/12/03,2023/12/03,,,read,,,,1,0
26082916,"Ready Player Two (Ready Player One, #2)",Ernest Cline,"Cline, Ernest",,"=""1524761338""","=""9781524761332""",0,3.44,Ballantine Books,Hardcover,370,2020,2020,2020/12/03,2023/12/03,,,read,,,,1,0
17332218,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326361""","=""9780765326362""",0,4.76,Tor Books,Hardcover,1088,2014,2014,2020/12/11,2023/12/03,,,read,,,,1,0
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326353""","=""9780765326355""",0,4.66,Tor Books,Hardcover,1007,2010,2010,2020/12/11,2023/12/03,,,read,,,,1,0
9590632,Leche,R. Zamora Linmark,"Linmark, R. Zamora",,"=""1566892546""","=""9781566892544""",0,3.70,Coffee House Press,Paperback,361,2011,2011,2020/12/11,2023/12/03,,,read,,,,1,0
873809,Chapterhouse Dune (Dune #6),Frank Herbert,"Herbert, Frank",,"=""0450058867""","=""9780450058868""",0,3.86,New English Library,Mass Market Paperback,476,1986,1985,2020/12/11,2023/12/03,,,read,,,,1,0
44492287,Heretics of Dune (Dune #5),Frank Herbert,"Herbert, Frank",,"=""0593098269""","=""9780593098264""",0,3.85,Ace,Paperback,669,2019,1984,2020/12/11,2023/12/03,,,read,,,,1,0
40293,Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,"Card, Orson Scott",,"=""0812508645""","=""9780812508642""",0,3.97,Tor,Mass Market Paperback,402,1997,1996,2020/12/11,2023/12/03,,,read,,,,1,0
76658,"On a Pale Horse (Incarnations of Immortality, #1)",Piers Anthony,"Anthony, Piers",,"=""0345338588""","=""9780345338587""",0,4.13,Del Rey,Paperback,325,1986,1983,2020/12/11,2023/12/03,,,read,,,,1,0
29100194,Against Empathy: The Case for Rational Compassion,Paul Bloom,"Bloom, Paul",,"=""0062339338""","=""9780062339331""",0,3.58,Ecco,Hardcover,285,2016,2016,2020/12/11,2023/12/03,,,read,,,,1,0
849380,The Seven Principles for Making Marriage Work: A Practical Guide from the Country's Foremost Relationship Expert,John M. Gottman,"Gottman, John M.",Nan Silver,"=""0609805797""","=""9780609805794""",0,4.26,Harmony,Paperback,271,1999,1999,2020/12/11,2023/12/03,,,read,,,,1,0
26152839,"The Fork, the Witch, and the Worm: Eragon (Tales from Alagaësia #1; The Inheritance Cycle World)",Christopher Paolini,"Paolini, Christopher",,"=""1984894889""","=""9781984894885""",0,3.81,Knopf Books for Young Readers,ebook,288,2018,2018,2020/12/11,2023/12/03,,,read,,,,1,0
44439415,God Emperor of Dune (Dune #4),Frank Herbert,"Herbert, Frank",,"=""0593098250""","=""9780593098257""",0,3.88,Ace,Paperback,587,2019,1981,2020/12/11,2023/12/03,,,read,,,,1,0
10239382,The Ritual,Adam L.G. Nevill,"Nevill, Adam L.G.",,"=""0230754929""","=""9780230754928""",0,3.56,Pan Publishing,Paperback,418,2011,2011,2020/12/11,2023/12/03,,,read,,,,1,0
44492286,Children of Dune (Dune #3),Frank Herbert,"Herbert, Frank",,"=""0593098242""","=""9780593098240""",0,3.95,Ace,Paperback,609,2019,1976,2020/12/11,2023/12/03,,,read,,,,1,0
44492285,Dune Messiah (Dune #2),Frank Herbert,"Herbert, Frank",Brian Herbert,"=""0593098234""","=""9780593098233""",0,3.89,Ace,Mass Market Paperback,336,2019,1969,2020/12/11,2023/12/03,,,read,,,,1,0
52382796,"Shōgun (Asian Saga, #1)",James Clavell,"Clavell, James",,"=""1982603844""","=""9781982603847""",0,4.41,Blackstone Publishing,Paperback,1152,2020,1975,2020/12/11,2023/12/03,,,read,,,,1,0
44767458,Dune (Dune #1),Frank Herbert,"Herbert, Frank",,"=""059309932X""","=""9780593099322""",0,4.29,Ace,Hardcover,658,2019,1965,2020/12/11,2023/12/03,,,read,,,,1,0
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""0307352145""","=""9780307352149""",0,4.08,Crown Publishers,Hardcover,333,2012,2012,2020/12/11,2023/12/03,,,read,,,,1,0
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Joseph Frank, David McDuff","=""""","=""""",0,4.29,Penguin,Paperback,671,2002,1866,2020/12/11,2023/12/03,,,read,,,,1,0
7664041,"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini,"Paolini, Christopher",,"=""0375856110""","=""9780375856112""",0,4.17,Alfred A. Knopf,Hardcover,849,2011,2011,2020/12/11,2023/12/03,,,read,,,,1,0
42188104,Ace Lone Wolf and the Lost Temple of Totec (Lone Wolf Howls #1),Eric T. Knight,"Knight, Eric T.",,"=""""","=""""",0,3.98,Knightwriter Publishing,Kindle Edition,257,2018,2017,2020/12/11,2023/12/03,,,read,,,,1,0
2248573,"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini,"Paolini, Christopher",,"=""0375826726""","=""9780375826726""",0,4.11,Alfred A. Knopf,Hardcover,748,2008,2008,2020/12/11,2023/12/03,,,read,,,,1,0
45978,"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,"Paolini, Christopher",,"=""0375840400""","=""9780375840401""",0,4.05,Knopf Books for Young Readers,Paperback,704,2007,2005,2020/12/11,2023/12/03,,,read,,,,1,0
11449,Cathedral,Raymond Carver,"Carver, Raymond",,"=""0679723692""","=""9780679723691""",0,4.24,Vintage Contemporaries,Paperback,230,1989,1983,2020/12/11,2023/12/03,,,read,,,,1,0
113436,Eragon (The Inheritance Cycle #1),Christopher Paolini,"Paolini, Christopher",,"=""0375826696""","=""9780375826696""",0,3.96,Alfred A. Knopf,Paperback,503,2005,2002,2020/12/11,2023/12/03,,,read,,,,1,0
238137,"Purity in Death (In Death, #15)",J.D. Robb,"Robb, J.D.",,"=""0749934417""","=""9780749934415""",0,4.38,Piatkus Paperback,Paperback,355,2005,2002,2020/12/11,2023/12/03,,,read,,,,1,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",0,4.31,Scribner,Hardcover,531,2014,2014,2020/12/11,2023/12/03,,,read,,,,1,0
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,"=""0679879242""","=""9780679879244""",0,4.03,RANDOM HOUSE TRADE,Hardcover,399,1996,1995,2020/12/11,2023/12/03,,,read,,,,1,0
5060378,The Girl Who Played with Fire (Millennium #2),Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0307269981""","=""9780307269980""",0,4.26,Alfred A. Knopf,Hardcover,503,2009,2006,2020/12/11,2023/12/03,,,read,,,,1,0
2429135,"The Girl With the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0670069019""","=""9780670069019""",0,4.18,Viking Canada,Hardcover,480,2008,2005,2020/12/11,2023/12/03,,,read,,,,1,0
17245,Dracula,Bram Stoker,"Stoker, Bram","Rubén Toledo, David J. Skal, Nina Auerbach","=""0393970124""","=""9780393970128""",0,4.02,Norton,Paperback,488,1986,1897,2020/12/11,2023/12/03,,,read,,,,1,0
238140,"Reunion in Death (In Death, #14)",J.D. Robb,"Robb, J.D.",,"=""0749934409""","=""9780749934408""",0,4.38,Piatkus,Paperback,371,2004,2002,2020/12/11,2023/12/03,,,read,,,,1,0
133518,The Things They Carried,Tim O'Brien,"O'Brien, Tim",,"=""0767902890""","=""9780767902892""",0,4.14,Broadway,Paperback,246,1998,1990,2020/12/11,2023/12/03,,,read,,,,1,0
39795040,the dog days of laurie summer,Patricia Gaffney,"Gaffney, Patricia",,"=""""","=""""",0,3.47,,Unknown Binding,94,2009,2009,2020/12/11,2023/12/03,,,read,,,,1,0
6498356,"Missing in Death (In Death, #29.5)",J.D. Robb,"Robb, J.D.",Susan Ericksen,"=""142338363X""","=""9781423383635""",0,4.23,Brilliance Audio,MP3 CD,4,2009,2009,2020/12/11,2023/12/03,,,read,,,,1,0
61170765,IQ84,Haruki Murakami,"Murakami, Haruki",,"=""""","=""""",0,3.95,,Paperback,928,2009,2009,2020/12/11,2023/12/03,,,read,,,,1,0
7445,The Glass Castle,Jeannette Walls,"Walls, Jeannette",,"=""074324754X""","=""9780743247542""",0,4.33,Scribner,Paperback,288,2006,2005,2020/12/11,2023/12/03,,,read,,,,1,0
1150161,Murder on Ice (A Figure Skating Mystery #1),Alina Adams,"Adams, Alina",,"=""0425193071""","=""9780425193075""",0,3.18,Berkley,Mass Market Paperback,304,2003,2003,2020/12/11,2023/12/03,,,read,,,,1,0
19286587,Island of a Thousand Mirrors,Nayomi Munaweera,"Munaweera, Nayomi",,"=""125004393X""","=""9781250043931""",0,4.03,St. Martin's Press,Hardcover,242,2014,2012,2020/12/11,2023/12/03,,,read,,,,1,0
937017,The Floor of the Sky (Flyover Fiction),Pamela Carter Joern,"Joern, Pamela Carter",,"=""0803276311""","=""9780803276314""",0,3.73,Bison Books,Paperback,238,2006,2006,2020/12/11,2023/12/03,,,read,,,,1,0
32920226,"Sing, Unburied, Sing",Jesmyn Ward,"Ward, Jesmyn",,"=""""","=""""",0,4.00,Scribner,Hardcover,285,2017,2017,2020/12/11,2023/12/03,,,read,,,,1,0
168981,QBQ! The Question Behind the Question: Practicing Personal Accountability in Work and in Life,John G. Miller,"Miller, John G.",,"=""0399152334""","=""9780399152337""",0,3.80,Tarcher,Hardcover,115,2004,2014,2020/12/11,2023/12/03,,,read,,,,1,0
35356383,"To Shake the Sleeping Self: A Journey from Oregon to Patagonia, and a Quest for a Life with No Regret",Jedidiah Jenkins,"Jenkins, Jedidiah",,"=""1524761389""","=""9781524761387""",0,3.95,Convergent Books,Hardcover,336,2018,2018,2020/12/11,2023/12/03,,,read,,,,1,0
39715684,"Unfuck Yourself: Raus aus dem Kopf, rein ins Leben!",Gary John Bishop,"Bishop, Gary John",Jochen Lehner,"=""3957361133""","=""9783957361134""",0,3.83,L.E.O.,Kindle Edition,143,2018,2016,2020/12/11,2023/12/03,,,read,,,,1,0
3153910,The Art of Racing in the Rain,Garth Stein,"Stein, Garth",,"=""1554681723""","=""9781554681723""",0,4.23,Harper Collins,Hardcover,336,2008,2008,2020/12/11,2023/12/03,,,read,,,,1,0
51326977,"The Lords of the Wind  (The Saga of Hasting the Avenger, #1)",C.J. Adrien,"Adrien, C.J.",,"=""0989929159""","=""9780989929158""",0,4.28,Runestone Books,Kindle Edition,339,2019,2014,2020/12/11,2023/12/03,,,read,,,,1,0
51113,The Samurai's Garden,Gail Tsukiyama,"Tsukiyama, Gail",,"=""0312144075""","=""9780312144074""",0,4.16,St. Martin's Griffin,Paperback,211,1995,1995,2020/12/11,2023/12/03,,,read,,,,1,0
19288043,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""0307588378""","=""9780307588371""",0,4.15,Ballantine Books,Paperback,415,2014,2012,2020/12/11,2023/12/03,,,read,,,,1,0
12262741,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"Strayed, Cheryl",,"=""0307592731""","=""9780307592736""",0,4.07,Knopf,Hardcover,336,2012,2012,2020/12/11,2023/12/03,,,read,,,,1,0
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm","Irina Henegar, Barry Fox","=""0316010669""","=""9780316010665""",0,3.96,Back Bay Books,Paperback,296,2007,2005,2020/12/11,2023/12/03,,,read,,,,1,0
29780253,Born a Crime: Stories From a South African Childhood,Trevor Noah,"Noah, Trevor",,"=""0385689225""","=""9780385689229""",0,4.49,Doubleday Canada,Hardcover,289,2016,2016,2020/12/11,2023/12/03,,,read,,,,1,0
27214080,"Five Presidents: My Extraordinary Journey with Eisenhower, Kennedy, Johnson, Nixon, and Ford",Clint Hill,"Hill, Clint",Lisa McCubbin Hill,"=""1476794138""","=""9781476794136""",0,4.29,Gallery Books,Hardcover,451,2016,2016,2020/12/11,2023/12/03,,,read,,,,1,0
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,"=""""","=""""",0,4.01,Time Warner Book Group,Paperback,301,2002,2000,2020/12/11,2023/12/03,,,read,,,,1,0
34273236,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,"=""0735224293""","=""9780735224292""",0,4.07,Penguin Press,Hardcover,338,2017,2017,2020/12/11,2023/12/03,,,read,,,,1,0
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",0,4.00,Alfred A. Knopf,Hardcover,241,2006,2006,2020/12/11,2023/12/03,,,read,,,,1,0
36124936,The Outsider (Holly Gibney #1),Stephen        King,"King, Stephen",,"=""1501180983""","=""9781501180989""",0,4.01,Scribner,Hardcover,561,2018,2018,2020/12/11,2023/12/03,,,read,,,,1,0
40097951,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,"=""1250301696""","=""9781250301697""",0,4.17,Celadon Books,Hardcover,336,2019,2019,2020/12/11,2023/12/03,,,read,,,,1,0
40389527,The Woman in the Window,A.J. Finn,"Finn, A.J.",,"=""""","=""""",0,3.94,William Morrow,Kindle Edition,455,2018,2018,2020/12/03,2023/12/03,,,read,,,,1,0
38389488,The Reckoning,John Grisham,"Grisham, John",,"=""""","=""""",0,3.75,Doubleday,Hardcover,420,2018,2018,2020/12/02,2023/12/02,,,read,,,,1,0
39863488,The Lost Man,Jane Harper,"Harper, Jane",,"=""1250105684""","=""9781250105684""",0,4.16,Flatiron Books,Hardcover,340,2019,2018,2020/12/02,2023/12/02,,,read,,,,1,0
